ProductID,CustomerID,ShipDate,Quantity,UnitPrice,TotalPrice,State,Region,Category,Product
46,29,2024-07-28,6,1527.76,9166.56,DF,Centro-Oeste,Informática,Monitor Full HD
8,3,2024-05-22,16,2360.91,37774.56,MT,Centro-Oeste,Casa e Jardim,Luminária de Mesa
49,19,2024-07-26,1,2309.51,2309.51,DF,Centro-Oeste,Informática,Memória RAM 16GB
28,18,2024-08-20,18,1772.28,31901.04,RS,Sul,Casa e Jardim,Luminária de Mesa
41,24,2023-11-13,20,3216.9,64338.0,BA,Nordeste,Informática,SSD 1TB
27,16,2023-12-30,5,4304.75,21523.75,AP,Norte,Videogame,Console Xbox Series X
7,29,2024-03-22,2,1855.0,3710.0,RR,Norte,Celulares,Google Pixel 8
14,15,2023-12-18,15,3487.97,52319.55,DF,Centro-Oeste,Videogame,Jogo FIFA 2024
49,11,2023-11-16,13,1762.53,22912.89,RR,Norte,Celulares,iPhone 14
3,15,2024-05-04,9,2954.7,26592.3,AM,Norte,Casa e Jardim,Cortador de Grama
21,20,2024-03-18,11,1314.5,14459.5,PB,Nordeste,Celulares,Google Pixel 8
46,16,2024-05-15,13,3751.18,48765.34,MG,Sudeste,Videogame,Console PS5
17,2,2024-01-27,1,1825.93,1825.93,AL,Nordeste,Celulares,Motorola Edge 40
4,18,2023-12-18,11,332.73,3660.03,SC,Sul,Celulares,Google Pixel 8
20,9,2024-07-29,19,2318.76,44056.44,RJ,Sudeste,Informática,Memória RAM 16GB
16,30,2023-09-16,14,590.34,8264.76,RS,Sul,Eletroeletrônicos,Máquina de Lavar
44,8,2024-08-21,18,4826.64,86879.52,AC,Norte,Eletroeletrônicos,Micro-ondas
39,14,2024-04-14,13,3823.17,49701.21,SC,Sul,Celulares,Xiaomi Mi 13
32,6,2024-06-13,13,1235.74,16064.62,MT,Centro-Oeste,Celulares,Motorola Edge 40
31,6,2023-12-04,13,3368.59,43791.67,MT,Centro-Oeste,Celulares,Samsung Galaxy S23
8,16,2024-02-27,20,770.43,15408.6,RJ,Sudeste,Casa e Jardim,Furadeira Elétrica
4,6,2024-07-22,4,2661.62,10646.48,CE,Nordeste,Celulares,Samsung Galaxy S23
22,9,2024-02-07,18,2281.92,41074.56,PR,Sul,Informática,Mouse Gamer
39,1,2023-11-17,2,3955.39,7910.78,RJ,Sudeste,Celulares,Samsung Galaxy S23
24,4,2023-12-28,20,4184.82,83696.4,RS,Sul,Videogame,Console PS5
17,15,2024-08-10,5,2466.93,12334.65,SP,Sudeste,Eletroeletrônicos,TV 4K 55'
44,13,2024-02-17,11,1864.92,20514.12,SP,Sudeste,Eletroeletrônicos,Micro-ondas
2,6,2024-08-25,6,2577.19,15463.14,SP,Sudeste,Celulares,Samsung Galaxy S23
28,5,2024-01-04,11,3499.6,38495.6,RS,Sul,Informática,Teclado Mecânico
1,7,2024-09-04,14,3741.69,52383.66,GO,Centro-Oeste,Informática,Monitor Full HD
36,20,2024-01-02,17,1952.78,33197.26,AL,Nordeste,Eletroeletrônicos,Micro-ondas
30,5,2024-08-10,18,1616.92,29104.56,MG,Sudeste,Celulares,Samsung Galaxy S23
1,13,2024-09-01,1,4829.93,4829.93,MG,Sudeste,Casa e Jardim,Furadeira Elétrica
33,16,2024-07-10,4,2257.15,9028.6,SC,Sul,Videogame,Console Xbox Series X
41,28,2023-11-03,7,3202.37,22416.59,RJ,Sudeste,Videogame,Headset Gamer
19,26,2023-11-02,14,1470.7,20589.8,MS,Centro-Oeste,Eletroeletrônicos,Geladeira Frost Free
48,4,2024-02-09,8,4771.04,38168.32,MS,Centro-Oeste,Casa e Jardim,Ventilador
24,18,2023-12-02,7,2239.45,15676.15,PR,Sul,Celulares,Samsung Galaxy S23
40,28,2024-07-13,1,50.92,50.92,RR,Norte,Informática,Teclado Mecânico
37,14,2024-07-05,5,629.93,3149.65,RJ,Sudeste,Eletroeletrônicos,TV 4K 55'
2,19,2024-01-14,4,3184.27,12737.08,TO,Norte,Informática,Teclado Mecânico
16,3,2024-05-24,13,1850.12,24051.56,AP,Norte,Eletroeletrônicos,Micro-ondas
37,8,2024-08-27,8,576.31,4610.48,MG,Sudeste,Videogame,Jogo FIFA 2024
29,27,2024-03-19,17,1880.34,31965.78,MS,Centro-Oeste,Eletroeletrônicos,Geladeira Frost Free
39,28,2024-08-25,16,872.84,13965.44,RN,Nordeste,Eletroeletrônicos,TV 4K 55'
10,5,2024-08-16,14,4961.91,69466.74,SP,Sudeste,Informática,Teclado Mecânico
44,9,2023-11-19,16,3858.27,61732.32,MT,Centro-Oeste,Celulares,Samsung Galaxy S23
15,3,2024-09-09,19,1694.1,32187.9,MG,Sudeste,Eletroeletrônicos,Máquina de Lavar
6,27,2024-05-03,11,2226.25,24488.75,SE,Nordeste,Casa e Jardim,Luminária de Mesa
4,4,2023-11-04,11,1111.77,12229.47,GO,Centro-Oeste,Celulares,iPhone 14
49,30,2024-06-07,2,4799.09,9598.18,DF,Centro-Oeste,Eletroeletrônicos,TV 4K 55'
49,26,2024-08-28,7,3791.94,26543.58,RJ,Sudeste,Casa e Jardim,Aspirador de Pó
17,12,2023-12-08,19,3711.07,70510.33,RN,Nordeste,Casa e Jardim,Ventilador
4,3,2024-01-04,14,4470.79,62591.06,PA,Norte,Videogame,Jogo FIFA 2024
17,8,2024-01-27,8,1602.13,12817.04,AL,Nordeste,Eletroeletrônicos,Geladeira Frost Free
20,12,2024-06-14,7,2507.14,17549.98,PR,Sul,Informática,Teclado Mecânico
39,6,2024-05-15,2,840.71,1681.42,RR,Norte,Casa e Jardim,Cortador de Grama
48,15,2023-11-17,16,618.11,9889.76,RO,Norte,Eletroeletrônicos,Micro-ondas
40,10,2024-02-27,7,3218.17,22527.19,MT,Centro-Oeste,Eletroeletrônicos,Geladeira Frost Free
21,22,2024-06-01,5,4119.06,20595.3,RS,Sul,Videogame,Jogo FIFA 2024
41,4,2024-05-05,12,3493.88,41926.56,RR,Norte,Videogame,Jogo FIFA 2024
5,18,2023-11-24,3,4190.78,12572.34,RO,Norte,Informática,Monitor Full HD
11,19,2024-01-14,4,2473.51,9894.04,RS,Sul,Celulares,Google Pixel 8
22,4,2024-06-19,9,1330.44,11973.96,CE,Nordeste,Informática,Teclado Mecânico
50,8,2024-06-25,16,632.73,10123.68,ES,Sudeste,Celulares,Google Pixel 8
36,25,2024-08-28,5,583.65,2918.25,ES,Sudeste,Informática,Teclado Mecânico
43,6,2024-01-08,12,2678.29,32139.48,RS,Sul,Casa e Jardim,Ventilador
2,11,2023-10-07,6,1901.3,11407.8,GO,Centro-Oeste,Celulares,Motorola Edge 40
38,23,2024-06-25,16,2868.38,45894.08,GO,Centro-Oeste,Eletroeletrônicos,Micro-ondas
25,24,2023-11-22,15,4104.45,61566.75,RS,Sul,Eletroeletrônicos,Máquina de Lavar
31,28,2023-11-16,2,3314.79,6629.58,MS,Centro-Oeste,Informática,SSD 1TB
29,15,2024-05-13,11,1189.2,13081.2,SC,Sul,Celulares,Samsung Galaxy S23
29,7,2024-03-20,7,973.73,6816.11,MG,Sudeste,Videogame,Controle DualSense
17,26,2023-09-18,10,2008.22,20082.2,SE,Nordeste,Informática,SSD 1TB
22,13,2024-02-06,4,318.86,1275.44,MG,Sudeste,Videogame,Console Xbox Series X
23,1,2023-10-23,15,2750.36,41255.4,MT,Centro-Oeste,Eletroeletrônicos,Máquina de Lavar
23,6,2024-03-03,17,4957.78,84282.26,DF,Centro-Oeste,Informática,Mouse Gamer
32,9,2024-08-19,10,681.64,6816.4,SP,Sudeste,Casa e Jardim,Ventilador
14,15,2024-04-09,8,815.54,6524.32,MG,Sudeste,Celulares,Xiaomi Mi 13
4,19,2023-11-05,17,3700.17,62902.89,AP,Norte,Informática,Mouse Gamer
33,12,2024-07-09,11,2017.72,22194.92,MA,Nordeste,Informática,Memória RAM 16GB
32,20,2024-04-09,12,2584.23,31010.76,TO,Norte,Casa e Jardim,Cortador de Grama
48,6,2024-04-08,19,1555.56,29555.64,MT,Centro-Oeste,Casa e Jardim,Luminária de Mesa
9,14,2024-04-22,12,2875.42,34505.04,TO,Norte,Celulares,Samsung Galaxy S23
23,13,2024-06-15,17,4594.64,78108.88,GO,Centro-Oeste,Informática,Memória RAM 16GB
46,28,2024-06-27,7,4156.62,29096.34,GO,Centro-Oeste,Informática,Teclado Mecânico
21,15,2023-11-05,7,2773.73,19416.11,RS,Sul,Casa e Jardim,Cortador de Grama
5,30,2024-06-30,2,2750.93,5501.86,PI,Nordeste,Celulares,Xiaomi Mi 13
49,12,2023-09-28,9,1717.33,15455.97,SP,Sudeste,Videogame,Controle DualSense
2,23,2023-12-29,5,3147.4,15737.0,PA,Norte,Eletroeletrônicos,Geladeira Frost Free
15,5,2023-09-16,6,1471.72,8830.32,ES,Sudeste,Eletroeletrônicos,Micro-ondas
4,22,2023-12-12,7,740.71,5184.97,RO,Norte,Eletroeletrônicos,Cafeteira Elétrica
11,13,2024-03-03,4,4663.07,18652.28,RS,Sul,Celulares,Motorola Edge 40
39,30,2024-09-10,8,4491.56,35932.48,PR,Sul,Eletroeletrônicos,Cafeteira Elétrica
46,11,2024-07-03,18,3288.28,59189.04,PR,Sul,Celulares,Google Pixel 8
5,29,2024-01-23,19,3639.03,69141.57,BA,Nordeste,Casa e Jardim,Aspirador de Pó
34,16,2024-07-12,14,4308.29,60316.06,AM,Norte,Celulares,Xiaomi Mi 13
35,16,2023-12-12,20,1008.92,20178.4,AL,Nordeste,Eletroeletrônicos,Micro-ondas
38,27,2024-05-17,1,2015.81,2015.81,RO,Norte,Eletroeletrônicos,Máquina de Lavar
11,16,2023-10-17,17,1607.04,27319.68,MG,Sudeste,Informática,Mouse Gamer
16,19,2024-03-09,9,2526.76,22740.84,SP,Sudeste,Videogame,Controle DualSense
41,22,2024-02-22,20,3567.48,71349.6,PB,Nordeste,Eletroeletrônicos,Micro-ondas
30,1,2024-05-13,15,1840.23,27603.45,MG,Sudeste,Celulares,iPhone 14
46,12,2024-08-11,3,743.85,2231.55,DF,Centro-Oeste,Eletroeletrônicos,TV 4K 55'
12,2,2024-06-10,2,4930.65,9861.3,MS,Centro-Oeste,Informática,SSD 1TB
34,10,2024-04-11,20,1213.3,24266.0,RS,Sul,Celulares,Motorola Edge 40
12,4,2024-03-23,10,3619.61,36196.1,MA,Nordeste,Informática,Memória RAM 16GB
1,15,2024-01-05,7,373.92,2617.44,PA,Norte,Casa e Jardim,Ventilador
43,23,2023-10-31,7,3995.39,27967.73,RN,Nordeste,Celulares,Motorola Edge 40
5,25,2024-01-24,9,4356.07,39204.63,AL,Nordeste,Informática,Monitor Full HD
32,29,2023-10-07,17,79.24,1347.08,DF,Centro-Oeste,Casa e Jardim,Luminária de Mesa
46,26,2024-08-21,17,1754.69,29829.73,PR,Sul,Celulares,Motorola Edge 40
14,5,2024-03-25,16,3699.03,59184.48,MG,Sudeste,Celulares,Xiaomi Mi 13
26,21,2024-06-20,16,2106.22,33699.52,MA,Nordeste,Videogame,Console PS5
43,29,2023-11-23,18,3921.76,70591.68,MS,Centro-Oeste,Informática,Teclado Mecânico
29,12,2024-08-30,13,770.51,10016.63,MG,Sudeste,Casa e Jardim,Cortador de Grama
9,13,2023-12-17,18,2764.77,49765.86,RS,Sul,Celulares,Google Pixel 8
15,26,2024-07-13,11,472.73,5200.03,MG,Sudeste,Eletroeletrônicos,TV 4K 55'
44,1,2024-08-23,17,4418.96,75122.32,RS,Sul,Celulares,Xiaomi Mi 13
4,9,2024-07-21,6,3782.35,22694.1,SE,Nordeste,Informática,SSD 1TB
16,27,2023-09-17,19,3842.16,73001.04,PR,Sul,Casa e Jardim,Aspirador de Pó
40,17,2023-11-21,18,2943.53,52983.54,SC,Sul,Celulares,Xiaomi Mi 13
2,19,2023-12-15,9,2239.47,20155.23,GO,Centro-Oeste,Eletroeletrônicos,Cafeteira Elétrica
16,4,2024-02-14,14,2802.22,39231.08,AM,Norte,Celulares,Motorola Edge 40
2,27,2024-02-29,7,4947.85,34634.95,GO,Centro-Oeste,Informática,Memória RAM 16GB
41,10,2024-08-05,12,2598.62,31183.44,RS,Sul,Eletroeletrônicos,Cafeteira Elétrica
15,25,2023-11-15,19,4362.19,82881.61,RS,Sul,Celulares,iPhone 14
7,13,2024-02-19,10,2914.2,29142.0,GO,Centro-Oeste,Celulares,Xiaomi Mi 13
13,19,2024-07-21,6,1053.83,6322.98,MA,Nordeste,Informática,Monitor Full HD
16,30,2024-07-02,18,2207.88,39741.84,CE,Nordeste,Eletroeletrônicos,Micro-ondas
22,24,2023-10-17,6,3630.0,21780.0,AM,Norte,Celulares,Google Pixel 8
45,3,2024-06-22,20,921.38,18427.6,RR,Norte,Casa e Jardim,Luminária de Mesa
41,8,2024-04-23,11,3055.3,33608.3,SC,Sul,Casa e Jardim,Ventilador
3,21,2024-03-12,16,3455.11,55281.76,AC,Norte,Celulares,iPhone 14
30,11,2024-01-31,13,256.24,3331.12,SE,Nordeste,Informática,Mouse Gamer
34,5,2023-12-11,6,2904.64,17427.84,SP,Sudeste,Informática,SSD 1TB
10,23,2024-01-21,10,3329.57,33295.7,SE,Nordeste,Celulares,Google Pixel 8
50,10,2024-05-28,11,656.95,7226.45,PI,Nordeste,Videogame,Jogo FIFA 2024
28,28,2023-10-15,14,3388.24,47435.36,GO,Centro-Oeste,Informática,Mouse Gamer
41,19,2024-08-26,20,2146.24,42924.8,MT,Centro-Oeste,Informática,Memória RAM 16GB
11,22,2023-12-25,11,3967.85,43646.35,MG,Sudeste,Casa e Jardim,Furadeira Elétrica
38,27,2023-11-21,2,2641.55,5283.1,DF,Centro-Oeste,Casa e Jardim,Luminária de Mesa
19,23,2024-05-27,11,4024.92,44274.12,PR,Sul,Videogame,Console PS5
2,24,2024-01-06,20,4406.16,88123.2,DF,Centro-Oeste,Celulares,iPhone 14
30,7,2024-05-30,2,4135.99,8271.98,RJ,Sudeste,Celulares,Google Pixel 8
48,15,2024-05-06,6,4427.13,26562.78,RR,Norte,Casa e Jardim,Furadeira Elétrica
21,26,2024-05-21,20,3598.75,71975.0,PR,Sul,Informática,Mouse Gamer
30,3,2024-03-17,17,4015.66,68266.22,PI,Nordeste,Celulares,Samsung Galaxy S23
13,15,2024-01-07,13,2102.46,27331.98,PI,Nordeste,Celulares,Motorola Edge 40
49,20,2023-09-16,19,464.01,8816.19,AM,Norte,Informática,Teclado Mecânico
44,6,2023-12-12,10,4470.3,44703.0,RN,Nordeste,Casa e Jardim,Cortador de Grama
7,18,2023-10-21,6,4166.2,24997.2,PR,Sul,Eletroeletrônicos,TV 4K 55'
12,21,2024-01-12,7,2602.06,18214.42,RR,Norte,Informática,SSD 1TB
45,13,2024-04-13,17,2389.67,40624.39,MS,Centro-Oeste,Informática,Mouse Gamer
44,18,2024-07-03,12,2973.66,35683.92,AC,Norte,Casa e Jardim,Luminária de Mesa
1,5,2023-12-21,6,570.25,3421.5,MS,Centro-Oeste,Celulares,Motorola Edge 40
27,13,2024-03-26,8,4510.87,36086.96,RJ,Sudeste,Casa e Jardim,Aspirador de Pó
50,2,2023-10-11,4,3914.51,15658.04,RJ,Sudeste,Casa e Jardim,Furadeira Elétrica
37,30,2023-11-04,12,797.11,9565.32,MS,Centro-Oeste,Celulares,iPhone 14
1,8,2024-01-28,11,673.76,7411.36,MS,Centro-Oeste,Eletroeletrônicos,Geladeira Frost Free
35,22,2024-04-15,3,2409.53,7228.59,DF,Centro-Oeste,Videogame,Headset Gamer
45,2,2023-12-26,8,3066.01,24528.08,PE,Nordeste,Eletroeletrônicos,Micro-ondas
49,22,2024-07-13,2,3095.07,6190.14,TO,Norte,Eletroeletrônicos,TV 4K 55'
29,17,2023-10-20,6,3791.16,22746.96,PR,Sul,Casa e Jardim,Luminária de Mesa
40,19,2024-03-10,12,76.98,923.76,DF,Centro-Oeste,Eletroeletrônicos,Cafeteira Elétrica
39,9,2024-06-30,1,1119.83,1119.83,MT,Centro-Oeste,Eletroeletrônicos,Máquina de Lavar
6,7,2023-12-23,10,3216.32,32163.2,MG,Sudeste,Celulares,Google Pixel 8
19,12,2024-08-25,15,2401.58,36023.7,RR,Norte,Casa e Jardim,Aspirador de Pó
6,8,2024-09-04,14,1095.96,15343.44,GO,Centro-Oeste,Videogame,Jogo FIFA 2024
38,19,2024-05-17,9,4519.97,40679.73,AP,Norte,Celulares,iPhone 14
1,26,2024-01-24,14,3888.77,54442.78,PE,Nordeste,Videogame,Controle DualSense
37,22,2024-07-30,18,2236.43,40255.74,TO,Norte,Eletroeletrônicos,Geladeira Frost Free
24,20,2023-10-31,16,64.26,1028.16,ES,Sudeste,Videogame,Console Xbox Series X
49,28,2023-09-20,19,3806.9,72331.1,RS,Sul,Informática,Monitor Full HD
21,6,2024-05-05,12,2713.09,32557.08,PE,Nordeste,Casa e Jardim,Furadeira Elétrica
13,3,2024-02-26,3,4586.29,13758.87,RS,Sul,Eletroeletrônicos,Máquina de Lavar
44,6,2023-12-14,2,2835.67,5671.34,PE,Nordeste,Videogame,Controle DualSense
41,2,2024-02-17,16,336.77,5388.32,PA,Norte,Casa e Jardim,Furadeira Elétrica
22,28,2023-11-23,17,2002.95,34050.15,AP,Norte,Eletroeletrônicos,Geladeira Frost Free
18,4,2024-02-20,2,1564.09,3128.18,AL,Nordeste,Eletroeletrônicos,Geladeira Frost Free
17,3,2024-06-15,2,2331.35,4662.7,MG,Sudeste,Videogame,Console Xbox Series X
49,3,2024-07-11,11,1180.92,12990.12,RJ,Sudeste,Eletroeletrônicos,TV 4K 55'
7,22,2024-08-14,2,3375.08,6750.16,TO,Norte,Celulares,Xiaomi Mi 13
19,16,2024-07-28,6,1963.2,11779.2,SP,Sudeste,Casa e Jardim,Cortador de Grama
50,19,2024-09-09,18,3415.13,61472.34,PI,Nordeste,Celulares,Samsung Galaxy S23
32,11,2023-12-01,14,467.15,6540.1,DF,Centro-Oeste,Eletroeletrônicos,TV 4K 55'
11,28,2023-11-08,16,3681.63,58906.08,MG,Sudeste,Informática,Monitor Full HD
31,12,2024-04-30,11,1300.36,14303.96,RS,Sul,Casa e Jardim,Luminária de Mesa
29,18,2023-11-19,17,2913.86,49535.62,RJ,Sudeste,Videogame,Console Xbox Series X
16,9,2023-12-11,10,1668.36,16683.6,PE,Nordeste,Videogame,Headset Gamer
23,7,2024-06-14,13,1835.34,23859.42,AP,Norte,Casa e Jardim,Aspirador de Pó
33,14,2024-03-11,9,4341.68,39075.12,MT,Centro-Oeste,Celulares,iPhone 14
39,6,2024-03-02,6,4674.51,28047.06,BA,Nordeste,Informática,Memória RAM 16GB
28,18,2024-08-29,13,2285.41,29710.33,PB,Nordeste,Casa e Jardim,Ventilador
45,2,2023-12-06,8,3743.24,29945.92,SC,Sul,Celulares,Google Pixel 8
28,28,2024-09-07,6,2187.21,13123.26,MS,Centro-Oeste,Videogame,Console Xbox Series X
5,14,2024-04-24,5,4796.96,23984.8,PE,Nordeste,Eletroeletrônicos,Cafeteira Elétrica
6,29,2024-05-26,17,805.44,13692.48,GO,Centro-Oeste,Celulares,Google Pixel 8
6,6,2023-11-18,19,1225.22,23279.18,CE,Nordeste,Casa e Jardim,Cortador de Grama
3,26,2024-05-17,20,1868.84,37376.8,TO,Norte,Informática,SSD 1TB
41,27,2024-05-25,9,3880.17,34921.53,SE,Nordeste,Casa e Jardim,Ventilador
26,4,2024-06-26,6,4136.27,24817.62,SP,Sudeste,Celulares,Samsung Galaxy S23
20,27,2024-04-25,5,1354.84,6774.2,SP,Sudeste,Eletroeletrônicos,Micro-ondas
32,13,2023-11-05,11,1317.26,14489.86,PR,Sul,Casa e Jardim,Cortador de Grama
23,22,2024-08-11,8,3679.83,29438.64,MG,Sudeste,Videogame,Console Xbox Series X
27,10,2024-06-02,3,4589.9,13769.7,PR,Sul,Informática,Teclado Mecânico
21,11,2024-04-04,6,595.64,3573.84,SC,Sul,Celulares,Google Pixel 8
12,6,2024-04-09,5,4287.79,21438.95,MA,Nordeste,Videogame,Console Xbox Series X
4,29,2023-10-17,20,2560.29,51205.8,MT,Centro-Oeste,Casa e Jardim,Luminária de Mesa
13,8,2023-11-29,9,4728.48,42556.32,PR,Sul,Celulares,iPhone 14
40,1,2023-10-21,8,2532.51,20260.08,SE,Nordeste,Informática,Monitor Full HD
7,29,2024-01-06,18,3994.45,71900.1,PA,Norte,Eletroeletrônicos,Máquina de Lavar
46,1,2023-10-03,6,4982.14,29892.84,AP,Norte,Casa e Jardim,Cortador de Grama
34,25,2024-06-13,5,3897.71,19488.55,RS,Sul,Eletroeletrônicos,Máquina de Lavar
18,13,2024-01-29,16,4205.24,67283.84,MT,Centro-Oeste,Celulares,Motorola Edge 40
22,2,2024-03-14,5,1238.62,6193.1,RO,Norte,Casa e Jardim,Furadeira Elétrica
14,11,2024-04-04,16,1745.32,27925.12,RO,Norte,Videogame,Console PS5
34,24,2024-02-07,2,1406.82,2813.64,GO,Centro-Oeste,Celulares,Motorola Edge 40
47,19,2023-10-06,10,1519.51,15195.1,RJ,Sudeste,Informática,Monitor Full HD
29,13,2023-09-16,9,1312.98,11816.82,BA,Nordeste,Celulares,Samsung Galaxy S23
18,6,2024-08-10,5,726.49,3632.45,RS,Sul,Casa e Jardim,Luminária de Mesa
26,27,2024-08-26,4,1085.61,4342.44,RR,Norte,Eletroeletrônicos,Máquina de Lavar
34,14,2024-08-06,15,1844.73,27670.95,ES,Sudeste,Eletroeletrônicos,Cafeteira Elétrica
22,26,2024-09-02,2,4994.95,9989.9,CE,Nordeste,Casa e Jardim,Ventilador
39,23,2024-03-05,1,2913.06,2913.06,SP,Sudeste,Celulares,Motorola Edge 40
38,20,2024-05-14,3,4770.73,14312.19,ES,Sudeste,Videogame,Headset Gamer
17,28,2024-02-27,20,2872.35,57447.0,MT,Centro-Oeste,Informática,SSD 1TB
47,9,2024-05-09,4,3828.13,15312.52,SP,Sudeste,Casa e Jardim,Luminária de Mesa
10,6,2023-10-04,2,1606.21,3212.42,BA,Nordeste,Informática,Mouse Gamer
48,6,2024-05-10,20,667.58,13351.6,MS,Centro-Oeste,Celulares,Google Pixel 8
47,24,2024-05-20,1,2504.29,2504.29,ES,Sudeste,Casa e Jardim,Furadeira Elétrica
37,5,2024-09-08,14,565.4,7915.6,AM,Norte,Eletroeletrônicos,Geladeira Frost Free
7,3,2023-09-20,12,376.97,4523.64,PR,Sul,Celulares,iPhone 14
7,24,2024-02-11,19,1576.09,29945.71,RN,Nordeste,Casa e Jardim,Ventilador
12,29,2024-08-29,11,108.13,1189.43,CE,Nordeste,Eletroeletrônicos,TV 4K 55'
49,28,2024-06-25,13,3396.81,44158.53,SE,Nordeste,Celulares,Xiaomi Mi 13
43,21,2024-04-21,16,4610.29,73764.64,MS,Centro-Oeste,Casa e Jardim,Aspirador de Pó
11,22,2024-07-11,12,977.05,11724.6,MA,Nordeste,Celulares,Motorola Edge 40
22,29,2024-04-17,20,2855.26,57105.2,GO,Centro-Oeste,Casa e Jardim,Aspirador de Pó
1,17,2023-10-21,6,1168.29,7009.74,MT,Centro-Oeste,Celulares,Motorola Edge 40
14,29,2024-06-08,13,4609.2,59919.6,ES,Sudeste,Videogame,Headset Gamer
6,12,2024-06-02,7,3673.72,25716.04,SE,Nordeste,Videogame,Console Xbox Series X
42,24,2023-10-24,13,116.54,1515.02,MS,Centro-Oeste,Eletroeletrônicos,Micro-ondas
14,8,2023-10-01,13,3200.63,41608.19,PR,Sul,Celulares,Motorola Edge 40
12,18,2023-11-12,20,2460.14,49202.8,PA,Norte,Celulares,Xiaomi Mi 13
5,29,2023-10-17,10,4316.13,43161.3,MS,Centro-Oeste,Celulares,Samsung Galaxy S23
19,6,2024-01-05,18,3843.61,69184.98,DF,Centro-Oeste,Casa e Jardim,Furadeira Elétrica
6,9,2024-04-29,10,4149.94,41499.4,AL,Nordeste,Celulares,Motorola Edge 40
29,15,2024-04-17,19,2969.71,56424.49,RJ,Sudeste,Videogame,Console Xbox Series X
12,22,2023-12-09,13,4368.76,56793.88,ES,Sudeste,Eletroeletrônicos,Cafeteira Elétrica
19,11,2024-05-29,16,368.72,5899.52,PR,Sul,Casa e Jardim,Ventilador
